Geneid	Length	180300_sort.bam	180301_sort.bam	180302_sort.bam	180306_sort.bam	180307_sort.bam	180308_sort.bam	180309_sort.bam	180310_sort.bam	180311_sort.bam	180315_sort.bam	180316_sort.bam	180317_sort.bam
TrC1196C	792	2081	1457	1904	1201	1748	1920	2316	1409	1546	1464	1343	1628
TrC1197C	1635	3828	2974	3952	2780	3628	3676	6436	4768	4578	3975	4157	4903
TrC1198C	270	0	0	0	2	0	0	2	0	0	1	0	0
TrC1199W	1770	0	0	0	0	0	0	0	1	0	1	4	7
TrC1200C	1344	251	177	261	196	300	344	133	156	97	168	112	126
TrC1201C	2028	1	2	0	0	5	12	1	1	0	0	1	0
TrC1202W	2034	1185	673	1392	736	1700	1464	952	976	742	914	962	1131
TrC1203C	345	22	8	32	26	26	23	116	159	121	111	105	102
TrC1204C	1485	436	430	564	468	708	574	613	456	522	431	456	484
TrC1205W	1950	741	1052	661	591	673	744	705	510	544	547	565	710
TrC1206W	1290	67	63	63	37	73	59	67	44	52	37	69	67
TrC1207W	2211	4813	3039	5127	3075	4419	4408	5950	4936	4764	3690	3832	4785
TrC1208W	2451	53588	64705	41220	44424	29556	28922	1664	2607	1723	2923	2178	2100
TrC1209C	1731	761	570	921	717	886	788	1512	1234	971	1164	1252	1600
TrC1210C	1608	1148	584	1333	937	1071	1062	1136	1182	1017	983	896	1155
TrC1211C	1125	1026	411	1349	438	583	567	33	87	40	25	18	39
TrC1212W	1083	20	14	11	15	21	15	1	0	0	1	1	1
TrC1213W	1533	98	138	96	76	145	120	236	193	151	243	244	242
TrC1214W	1515	0	1	2	0	1	0	3	0	5	2	8	1
TrC1215W	864	61	15	77	29	47	56	152	184	128	176	143	99
TrC1216W	1839	93	47	87	49	46	95	220	215	149	233	201	140
TrC1217C	1095	774	587	781	588	827	973	1471	1225	1289	1303	1262	1495
TrC1218W	2757	6062	4136	5221	5117	5482	5717	7307	5447	4874	5890	5838	7436
TrC1219W	3507	2418	3021	2133	2171	2656	3062	2905	2163	1938	2266	2413	3006
TrC1220W	705	803	490	753	542	704	750	1269	932	914	824	828	832
TrC1221W	207	53	73	121	58	105	64	145	126	105	86	68	85
TrC1222C	588	18	24	30	14	28	18	13	28	18	9	28	38
TrC1223W	654	1188	722	1289	911	867	736	366	401	358	362	390	408
TrC1224C	97	0	1	4	1	3	4	1	2	1	2	1	2
TrC1225C	1134	11	8	10	1	14	7	24	27	24	37	42	35
TrC1226W	1599	1884	1556	1864	1270	1644	1869	1842	981	1193	1284	1215	1394
TrC1227C	1845	2	0	0	0	2	0	0	0	0	0	0	0
TrC1228C	1170	154	254	186	150	143	155	315	250	209	164	192	235
TrC1229C	1686	333	271	366	228	600	720	128	96	104	105	108	111
TrC1230W	351	4	0	4	4	8	5	4	4	2	5	9	3
TrC1231W	246	425	351	458	345	517	495	547	455	417	516	430	582
TrC1232C	1971	2047	1238	2014	1576	1977	2001	3240	2198	2175	2175	2288	2801
TrC1233W	1545	770	500	732	587	613	614	459	562	383	512	468	591
TrC1234W	1479	5921	2334	6673	2773	3867	4184	399	420	321	501	382	545
TrC1235W	822	2	0	3	3	1	10	0	0	0	1	0	0
TrC1236W	357	0	0	0	0	0	0	0	0	0	0	0	0
TrC1237W	252	1	0	0	0	0	1	0	0	0	0	0	0
TrC1238W	303	1	0	0	0	0	0	0	1	0	0	0	0
TrC1239W	315	0	0	0	0	0	0	0	0	0	0	0	1
TrC1240W	279	18	5	5	7	9	4	25	21	27	13	24	11
TrC1241C	1497	3374	2074	2984	1961	2608	3102	3337	2111	2584	2218	2055	2602
TrC1242W	993	6	0	17	7	13	23	10	2	6	0	0	5
TrC1243W	486	3	2	1	0	2	0	0	4	0	0	1	1
TrC1244C	255	41	9	22	8	22	8	1	1	1	5	2	1
TrC1245C	442	56	25	57	31	43	41	3	3	4	9	16	7
TrC1246C	765	455	295	474	335	528	521	516	496	383	499	509	556
TrC1247W	798	435	275	469	338	488	364	423	440	363	382	433	463
TrC1248C	1737	2322	2346	2226	2049	2406	2291	2405	2054	1572	1838	1764	2269
TrC1249W	510	1647	766	1395	1206	1654	1481	1313	1341	1126	1473	1308	1671
TrC1250W	1197	4	0	5	7	4	7	40	36	7	3	21	30
TrC1251W	1053	819	1218	579	745	792	838	423	455	325	499	434	434
TrC1252W	2262	2492	2229	2522	2044	2386	2650	2537	1684	1512	1662	1780	2095
TrC1253C	294	63	112	3	48	106	88	0	0	0	0	1	0
TrC1254C	312	0	1	0	0	0	0	0	1	0	0	0	0
TrC1255C	501	66	37	75	39	69	46	59	70	56	55	83	70
TrC1256W	1242	432	462	415	381	412	434	493	461	377	378	403	433
TrC1257W	1986	406	415	477	355	554	571	795	688	499	694	748	884
TrC1258C	516	7	3	11	12	6	12	6	5	1	3	5	8
TrC1259W	1092	2489	2184	2243	1667	2372	2446	2223	1946	1719	2008	1905	2227
TrC1260W	3162	6986	4841	6813	5862	7110	6773	8568	6366	5697	6328	6094	8113
TrC1261W	1332	833	562	773	612	709	721	409	535	425	576	506	579
TrC1262W	1212	356	284	396	213	588	552	174	144	140	168	143	177
TrC1263W	2358	4401	4125	4007	2976	4305	5311	3366	2148	2519	2439	2500	2827
TrC1264W	576	296	445	521	377	672	462	283	305	197	339	360	318
TrC1265W	281	4	6	8	2	5	1	0	1	0	0	1	2
TrC1266W	945	9	19	17	1	16	18	5	2	6	2	3	7
TrC1267W	1347	14	14	30	16	37	48	19	8	3	4	1	14
TrC1268W	1851	165	287	191	556	328	376	0	3	2	1	1	3
TrC1269W	1497	3361	13922	728	3787	1848	2728	1420	2164	1423	4491	3735	2833
TrC1270C	1242	1264	1185	1216	1058	1258	1043	1096	993	837	953	904	1123
TrC1271C	1269	2469	1410	2451	2253	2588	3254	2802	2105	2173	1551	1600	1555
TrC1272W	600	10	13	8	5	13	15	20	10	8	21	8	9
TrC1273C	333	0	0	0	0	0	0	0	0	0	2	0	0
TrC1274W	2625	2559	4122	2260	2235	2684	3202	2636	1604	1513	1790	1546	2046
TrC1275C	2358	273	167	256	237	267	245	737	392	440	474	472	657
TrC1276W	930	207	158	215	176	239	277	430	332	267	374	347	436
TrC1277C	612	1989	1728	1736	1625	1872	1830	1933	1787	1439	1723	1648	2217
TrC1278C	1137	16	15	16	18	16	15	70	49	44	25	34	38
TrC1279C	336	432	586	463	544	609	705	610	722	579	512	586	653
TrC1280C	213	198	389	134	148	224	157	339	233	192	157	189	264
TrC1281C	2364	3089	5624	2573	2291	2843	3469	4031	2835	3287	2977	2949	3232
TrC1282C	1110	541	279	599	301	589	564	362	284	249	195	206	237
TrC1283C	474	466	456	546	492	545	538	720	492	460	593	469	684
TrC1284W	963	254	231	296	213	229	228	526	326	351	275	242	393
TrC1285C	1092	305	400	292	221	502	504	103	128	98	130	103	154
TrC1286W	990	15	12	14	11	28	28	165	338	203	305	323	157
TrC1287C	906	412	236	383	321	397	453	403	468	372	387	461	571
TrC1288C	593	18	11	18	10	12	14	6	6	8	15	7	21
TrC1289C	888	0	2	0	0	0	0	1	2	3	0	0	0
TrC1290C	2343	1847	1453	2174	1378	2632	2881	3210	2804	2337	2600	2524	2943
TrC1291C	1329	271	128	393	201	559	515	416	405	355	277	312	314
TrC1292C	2994	319	187	295	240	281	246	558	392	369	387	362	513
TrC1293W	1206	814	577	752	670	742	877	836	695	574	756	747	895
TrC1294C	843	42	41	70	44	52	69	147	156	78	91	101	188
TrC1295C	2334	682	353	566	505	505	578	836	583	532	530	506	675
TrC1296W	270	2	1	3	0	14	1	2	1	0	0	0	1
TrC1297C	6159	2176	1347	2311	1923	2550	2375	5029	3384	3056	3494	3457	4850
TrC1298W	1980	123	52	137	74	139	158	118	107	92	78	59	88
TrC1299W	1995	3	0	3	2	10	15	15	16	9	6	8	7
TrC1300W	2115	2696	1652	2489	1589	2373	2579	1794	1385	1369	1288	1305	1478
TrC1301C	699	254	152	258	206	219	201	349	285	326	285	241	338
TrC1302W	1704	2277	1436	1939	1926	1662	1975	4508	2650	3009	3058	3055	4098
TrC1303C	1296	1112	393	1221	470	601	726	1074	745	697	600	556	608
TrC1304W	2811	501	258	441	373	432	434	821	630	552	549	567	692
TrC1305W	456	27	7	16	7	23	24	3	0	6	10	4	7
TrC1306C	996	868	848	814	528	824	962	805	770	644	554	606	637
TrC1307C	528	1	9	0	0	2	0	0	7	1	5	2	5
TrC1308W	302	15	7	14	8	12	17	6	12	5	5	4	10
TrC1309W	1986	78	154	51	83	96	163	758	762	614	706	758	897
TrC1310C	177	12	12	13	13	10	12	29	25	16	36	28	50
TrC1311W	210	2688	3037	3022	3567	3037	2318	3809	3709	2710	3407	3232	4896
TrC1312W	2034	3016	1724	3072	2001	3156	3195	3184	3093	2573	3115	3357	3595
TrC1313C	4662	4967	3579	4748	3665	5170	5205	6566	4970	4728	4725	4871	5969
TrC1314C	873	665	549	711	546	733	727	613	720	459	589	557	593
TrC1315C	1116	1	4	2	2	3	2	0	0	0	0	0	1
TrC1316W	1947	1429	760	1550	1293	1244	1292	1082	858	846	1007	931	1034
TrC1317C	2853	6131	7589	5118	4880	5350	6364	7167	5072	4799	5498	5850	6523
TrC1318W	180	0	0	0	0	0	0	0	0	1	0	0	0
TrC1319W	894	135	190	128	115	141	153	198	176	149	183	198	236
TrC1320C	183	0	0	0	0	0	0	0	0	0	0	0	0
TrC1321W	843	211	96	188	151	219	241	284	227	263	253	245	311
TrC1322W	1434	129	331	66	108	126	138	295	239	246	258	271	175
TrC1323C	1122	553	342	554	412	577	564	902	805	711	793	849	1017
TrC1324C	1719	815	1011	848	761	889	944	877	716	615	693	761	1069
TrC1325W	954	212	163	171	160	169	178	226	158	139	176	147	197
TrC1326C	1038	56	58	32	69	59	160	8	6	12	21	2	17
TrC1327C	822	491	285	469	329	451	511	502	473	354	414	415	554
TrC1328C	276	23	44	23	34	34	31	51	42	52	31	66	46
TrC1329W	1386	202	114	237	165	155	188	208	161	201	168	150	175
TrC1330C	2264	333	1199	187	299	377	665	65	72	57	139	138	94
TrC1331C	699	4	8	3	5	8	3	5	2	3	1	6	3
TrC1332W	1365	622	425	566	543	640	663	605	586	526	606	666	812
TrC1333W	1383	139070	104810	115133	113226	132872	129483	162043	129648	117906	130726	128096	168673
TrC1334C	2511	338	197	293	388	357	340	1144	659	748	626	568	911
TrC1335W	930	83	53	111	82	127	111	247	129	142	127	128	181
TrC1336C	252	70	61	77	78	114	88	109	77	62	96	85	116
TrC1337W	1314	133	111	203	92	151	131	268	226	183	192	149	228
TrC1338C	1623	217	234	82	407	279	289	2067	1416	1473	2783	3337	6314
TrC1339C	400	6	2	5	3	1	7	13	1	3	9	0	7
TrC1340C	420	985	1011	961	823	943	1184	904	825	664	889	799	980
TrC1341W	201	0	0	0	0	0	0	2	0	0	0	0	0
TrC1342C	1557	839	742	861	782	816	959	1788	1061	1156	1066	1184	1479
TrC1343W	2835	7910	5216	6666	6993	6692	6697	11415	7805	7325	9090	9416	12249
TrC1344W	2136	468	313	486	327	651	696	521	488	423	718	664	720
TrC1345C	720	96	65	125	78	197	234	232	243	185	365	304	305
TrC1346W	930	115	95	175	100	244	209	265	265	227	367	360	370
TrC1347C	2100	3482	2613	3129	2089	2731	3132	2923	1937	2057	1711	1714	2026
TrC1348C	7698	10513	6954	9772	7982	10199	10494	9965	7794	7306	7572	7997	8803
TrC1349W	966	784	766	735	645	667	777	985	636	715	650	605	737
TrC1350W	930	450	333	412	452	411	441	544	400	362	434	407	589
TrC1351C	1137	687	2473	518	785	1477	1551	4181	3717	3030	2588	2939	3613
TrC1352W	780	528	407	541	405	808	908	2071	1878	1888	1485	1706	2173
TrC1353C	567	651	414	738	596	507	673	2480	1464	1647	1180	1236	1216
TrC1354C	1386	81	64	74	60	102	105	573	406	379	292	316	390
TrC1355C	936	35	14	17	42	11	4	118	118	165	102	61	102
TrC1356C	1701	369	394	367	293	398	426	877	565	632	659	626	725
TrC1357C	2673	23958	12032	23076	14629	18856	18554	18118	13598	14300	12810	13062	15162
TrC1358C	627	22	28	29	41	51	46	86	40	32	32	31	27
TrC1359C	933	319	1057	126	359	399	458	418	433	359	636	646	509
TrC1360C	471	587	2045	107	566	455	635	82	233	88	779	664	230
TrC1361W	207	77	159	84	106	141	83	97	70	60	81	93	97
TrC1362C	1719	158	338	152	143	217	209	227	201	163	180	202	224
TrC1363C	1401	10	15	6	15	6	4	4	7	3	8	7	5
TrC1364W	876	14	9	18	4	15	15	5	6	0	1	0	0
TrC1365W	1035	0	1	3	4	9	9	17	12	5	2	7	15
TrC1366C	252	4	4	4	5	3	1	1	1	8	0	4	2
TrC1367C	957	14	18	17	41	48	26	7	9	9	24	23	50
TrC1368W	1611	148	305	121	184	225	204	167	99	92	100	181	297
TrC1369C	813	65	78	42	60	101	93	72	89	73	120	115	107
TrC1370W	414	0	0	0	0	0	0	0	1	1	0	0	1
TrC1371W	1800	1	3	1	3	5	3	0	0	0	0	0	0
TrC1372C	1371	58	62	84	27	70	57	226	172	158	123	156	183
TrC1373C	663	51	26	70	37	55	32	162	97	92	102	137	128
TrC1374W	1425	47	22	61	18	51	41	109	80	76	89	70	97
TrC1375W	534	1	6	0	1	0	0	0	0	0	0	0	0
TrC1376C	690	0	0	1	2	1	2	2	1	2	7	6	2
TrC1377C	771	16	10	12	10	9	9	20	30	21	20	12	10
TrC1378W	67	64	378	231	157	534	232	341	212	166	135	113	94
TrC1379C	891	38	43	30	28	41	36	37	34	31	34	31	55
TrC1380W	3207	1511	1522	1447	1140	1658	1764	2741	1998	1676	2283	2316	2739
TrC1381C	1200	0	19	1	3	4	0	4	0	0	1	4	1
TrC1382C	1302	0	2	0	0	0	0	0	0	0	0	0	0
TrC1383W	2496	338	242	284	287	344	382	417	397	362	382	401	404
TrC1384W	975	242	170	225	196	260	248	175	166	137	162	174	181
TrC1385W	786	8	6	8	8	11	10	6	4	18	13	17	14
TrC1386C	186	90	70	90	68	76	85	70	104	93	80	106	111
TrC1387W	1155	1047	704	917	530	746	800	142	195	163	336	309	231
TrC1388C	1731	1336	1899	917	1210	1254	1193	3260	2216	2247	2603	2591	3013
TrC1389W	339	0	3	0	4	3	0	2	5	1	10	4	4
TrC1390C	1107	326	646	115	384	493	462	35	52	23	53	41	40
TrC1391C	601	39	17	21	14	21	34	22	14	24	30	6	14
TrC1392W	1233	356	872	168	582	475	491	39	56	32	95	78	61
TrC1393C	732	22	17	34	15	24	28	28	22	17	37	26	17
TrC1394W	1104	3268	10697	813	2593	1903	3686	687	974	526	2258	2147	993
TrC1395C	453	13	40	9	25	7	11	3	4	0	1	4	4
TrC1396C	82	2	0	1	0	3	1	0	2	0	1	0	3
TrC1397C	1797	64	37	81	48	67	64	26	36	10	31	28	50
TrC1398W	1551	3	6	4	10	9	8	47	46	33	38	68	67
TrC1399W	1521	202	189	244	130	301	320	231	187	157	204	173	224
TrC1400W	3543	1299	1215	1450	987	1363	1575	1216	1139	939	1053	1021	1182
TrC1401C	1392	255	197	182	205	221	279	148	188	146	202	201	224
TrC1402W	786	202	201	199	150	181	196	152	157	153	155	192	170
TrC1403C	966	740	533	805	680	769	708	1413	1062	1083	1068	1057	1375
TrC1404C	1590	2256	2728	2073	1687	2352	2770	3606	2846	2800	3295	3230	3827
TrC1405W	690	129	124	125	118	127	147	227	207	146	179	188	275
TrC1406W	1581	7	25	4	5	19	27	0	3	1	0	1	5
TrC1407W	1014	13	8	4	6	3	19	4	5	1	4	6	4
TrC1408C	3927	88	117	120	65	148	154	16669	11465	11335	8606	9913	12415
TrC1409C	354	2	0	4	5	8	10	16	8	4	8	10	7
TrC1410C	579	1550	1287	1536	1427	1605	1690	1528	1357	1389	1718	1614	2063
TrC1411W	954	231	127	232	178	230	280	383	232	186	267	238	291
TrC1412C	1659	11890	9621	10073	8767	11130	11703	45921	29422	33731	28416	34282	39939
TrC1413C	1293	4	9	7	7	7	9	27	41	26	63	52	56
TrC1414C	477	22	23	23	18	32	40	49	55	39	53	55	62
TrC1415W	618	1579	1399	1490	1089	1598	1586	1788	1477	1503	1579	1496	1818
TrC1416C	3819	1150	837	1260	995	1349	1183	1894	1685	1306	1444	1367	1975
TrC1417C	1152	3947	3346	3010	4001	3485	3896	5955	4041	4207	5162	4797	6193
TrC1418C	1137	1855	2133	1349	1975	1638	1634	5344	3103	3440	3624	3519	4551
TrC1419W	1119	825	669	766	583	834	892	1036	758	785	756	759	906
TrC1420C	342	176	173	160	135	191	155	194	175	207	189	174	232
TrC1421W	1338	1926	1381	1660	1832	1622	1799	3716	2356	2508	2370	2598	3417
TrC1422W	2097	831	113	414	172	333	301	1991	997	1278	469	656	838
TrC1423C	553	125	203	131	104	149	147	231	170	176	165	203	197
TrC1424W	1050	179	200	222	242	228	219	451	366	272	376	368	491
TrC1425W	1740	1045	1035	1239	826	1131	1256	2322	1724	1826	1276	1466	1435
TrC1426C	573	111	160	20	119	83	113	38	83	26	188	187	106
TrC1427C	2127	22	63	0	35	21	30	1	0	1	2	3	1
TrC1428W	2766	8	21	5	5	21	13	0	0	0	0	2	0
TrC1429C	465	713	874	326	666	394	575	1243	2308	1242	5211	2480	1133
TrC1430C	522	2	3	0	0	1	0	9	16	2	21	15	13
TrC1431C	6618	5691	2484	5269	4968	4251	3574	1978	2071	1732	1487	1143	1393
TrC1432W	762	334	194	330	314	241	151	74	102	72	64	33	32
TrC1433W	1473	61	20	52	50	34	28	2	4	3	8	4	2
TrC1434W	676	2	1	1	1	1	3	1	1	0	0	1	0
TrC1435W	848	40	19	13	19	15	18	13	24	2	42	24	17
TrC1436W	1164	4363	10810	3138	3014	3538	4641	1160	842	770	889	919	731
TrC1437C	3297	1023	706	1115	847	1159	931	1777	980	959	834	831	1288
TrC1438W	174	0	0	0	0	0	0	1	0	0	0	0	0
TrC1439W	1713	14230	5794	19076	5514	10136	9627	10416	12633	8540	8706	6945	7850
TrC1440W	1131	990	806	894	834	974	1030	869	895	701	780	942	1008
TrC1441C	1719	5463	4285	4961	3923	5326	5411	5790	4419	4084	4554	4371	5541
TrC1442W	1320	2093	6892	711	2126	1113	1319	1981	1991	1921	2039	1438	1693
TrC1443W	2364	1082	984	1197	691	1081	1108	1460	1412	1028	1155	1029	1196
TrC1444C	412	2	0	1	3	3	0	0	3	0	0	1	3
TrC1445W	1992	521	320	554	443	541	478	1143	1085	912	947	904	1055
TrC1446C	1635	665	937	769	744	1180	1174	966	881	626	1081	1106	1333
TrC1447C	1470	456	495	428	452	714	793	471	531	469	687	549	582
TrC1448C	480	0	0	0	0	1	1	2	1	0	6	5	4
TrC1449W	921	0	0	0	1	0	0	0	1	0	0	0	0
TrC1450W	771	310	861	109	305	294	309	90	153	91	320	291	155
TrC1451W	4398	2305	1752	2071	2048	2212	2286	4165	2628	2572	2640	2514	3478
TrC1452C	1278	1085	834	891	843	907	1067	1442	960	987	1062	1084	1317
TrC1453W	1509	638	948	488	473	602	693	718	629	519	657	689	751
TrC1454W	2463	1938	1200	1795	1278	1454	1565	1452	1592	1232	1451	1584	1593
TrC1455W	1131	310	276	396	293	345	357	508	396	263	319	358	481
TrC1456W	2214	4753	2803	4933	3211	4842	5086	5552	4639	4594	4383	5080	5753
TrC1457W	981	32	9	35	25	39	37	82	69	64	86	76	75
TrC1458C	2094	965	724	947	773	925	922	1401	850	923	927	1063	1218
TrC1459C	2895	26	52	32	5	35	26	1	3	2	5	1	3
TrC1460C	2001	436	246	425	272	514	511	628	442	484	508	550	594
TrC1461W	1857	1369	2689	1185	1320	1253	1627	2264	1783	1296	1347	1550	1597
TrC1462C	795	463	217	409	345	414	397	294	282	230	250	260	282
TrC1463W	1905	1793	856	1844	1351	1924	1567	755	768	594	791	803	678
TrC1464W	684	0	0	0	5	0	0	0	0	0	0	4	2
TrC1465C	1950	3	3	3	0	4	14	51	25	15	9	8	21
TrC1466C	993	0	6	0	0	2	4	1	7	8	6	7	5
TrC1467W	360	1	8	0	1	0	0	0	0	0	0	0	0
TrC1468W	696	1750	1879	1662	1236	2066	2059	1341	1094	949	1158	1273	1272
TrC1469C	2322	1745	1363	1923	1506	1940	1920	1057	1422	991	1193	1084	1364
TrC1470W	1041	800	464	859	635	825	798	820	701	553	639	689	823
TrC1471W	1542	2727	1925	2520	2538	2843	2647	3689	2744	2688	2749	2633	3851
TrC1472W	798	13	3	12	10	21	12	18	22	11	26	25	16
TrC1473C	436	8	13	18	8	7	7	10	6	7	6	0	4
TrC1474W	3033	2724	1357	2986	1505	2658	2513	1357	1018	1058	733	773	818
TrC1475C	1827	8	4	8	15	11	17	7	3	3	2	1	2
TrC1476C	993	1	0	0	0	0	0	0	0	0	0	0	0
TrC1477C	672	1	0	0	0	1	1	0	0	0	0	0	0
TrC1478C	606	27	29	27	22	47	27	6	8	6	11	4	9
TrC1479C	2583	27	22	13	8	22	20	24	23	11	22	23	19
TrC1480W	1350	5	2	0	0	1	0	3	1	0	1	1	2
TrC1481W	978	3	5	2	0	6	8	1	2	3	2	1	0
TrC1482C	1317	4	2	11	4	16	16	16	11	12	12	12	12
TrC1483W	888	6	0	2	2	10	6	1	2	1	0	0	3
TrC1484C	1677	15	12	34	2	35	26	14	13	13	15	10	15
TrC1485W	1584	175	136	285	105	184	167	145	139	110	109	165	112
TrC1486C	1002	12	7	3	5	7	7	6	4	9	4	0	3
TrC1487W	2136	194	108	188	96	263	161	94	94	92	48	54	73
TrC1488W	1764	42	15	50	10	48	51	21	4	13	7	12	7
TrC1489W	78	0	0	0	0	0	0	0	0	0	0	0	0
TrC1490W	171	6	4	2	8	3	8	2	1	2	0	1	1
TrC1491C	1365	526	373	634	342	655	570	488	495	411	511	472	493
TrC1492C	355	3	7	4	0	2	2	0	0	0	4	2	0
TrC1493W	1614	506	955	527	410	441	390	818	370	427	331	283	421
TrC1494W	885	27	55	32	19	47	41	72	71	64	92	59	87
TrC1495W	792	2	44	5	13	3	3	0	3	2	4	0	6
TrC1496W	1335	37	224	0	11	12	88	0	0	0	6	4	0
TrC1497C	588	0	0	0	0	0	0	0	0	0	0	0	0
TrC1498W	750	104	69	116	75	174	154	55	62	52	57	63	80
TrC1499C	1407	154	190	176	160	179	143	174	202	136	164	166	216
TrC1500C	1482	170	160	190	147	218	226	250	249	218	217	237	262
TrC1501W	1194	152	121	160	144	169	175	337	268	244	181	204	298
TrC1502C	2262	799	458	883	442	1038	1029	751	949	700	872	920	916
TrC1503W	1500	252	246	249	223	284	267	194	200	141	228	184	279
TrC1504C	1065	154	91	144	136	156	198	85	89	92	81	51	165
TrC1505C	153	11	6	8	9	14	8	17	13	7	12	10	12
TrC1506C	288	0	0	0	0	0	0	0	0	0	0	0	0
TrC1507C	447	2	9	4	5	5	13	0	0	0	0	0	0
TrC1508W	4551	89	132	16	65	213	374	0	2	0	0	0	0
TrC1509C	1731	12	27	14	13	21	18	62	28	21	48	34	29
TrC1510C	1644	456	202	468	326	235	248	659	402	444	391	393	648
TrC1511C	2442	542	479	418	425	541	397	1541	1285	1036	1068	1065	1329
TrC1512C	966	37	23	43	15	50	52	87	108	77	85	109	85
TrC1513W	1848	12	9	30	8	27	55	22	17	19	23	20	25
TrC1514W	216	2	5	4	4	12	11	0	0	3	3	9	3
TrC1515W	1038	1	1	4	0	2	5	4	3	3	5	6	2
TrC1516C	2511	259	217	332	202	356	362	377	339	278	313	291	389
TrC1517W	280	14	10	6	8	22	25	0	0	0	0	0	1
TrC1518C	687	27	25	13	37	48	30	5	6	6	16	8	10
TrC1519W	1707	178	274	144	119	190	236	89	70	53	60	63	77
TrC1520C	1437	238	160	202	144	285	202	55	101	71	55	53	67
TrC1521W	771	3	0	0	0	0	0	0	0	0	1	1	0
TrC1522W	390	12	2	17	11	17	13	15	10	11	25	22	18
TrC1523C	1461	1	17	1	2	1	16	0	0	0	1	0	0
TrC1524C	1035	48	34	64	41	34	31	4	5	3	6	7	7
TrC1525W	1362	0	5	4	0	1	1	0	1	0	0	1	0
TrC1526W	1587	1148	1303	443	1074	362	331	6	2	5	8	8	4
TrC1527C	1245	10	8	0	2	1	0	74	142	134	4	11	2
TrC1528C	1317	15	14	21	15	19	20	31	43	45	30	28	18
TrC1529W	1260	4	0	14	5	16	12	8	15	10	12	9	8
TrC1530C	1425	97	30	122	84	148	123	131	113	115	91	101	136
TrC1531W	945	27	65	2	22	10	10	2	6	1	7	1	4
TrC1532C	1875	275	142	360	241	461	474	514	384	331	337	329	415
TrC1533C	318	0	0	0	7	8	40	6038	1695	2251	2217	1940	3832
TrC1534C	1782	1049	661	970	1002	1166	1179	2897	1821	1724	1949	1847	2617
TrC1535C	2784	0	0	0	0	0	3	0	0	0	0	0	0
TrC1536W	1314	90	57	82	66	105	99	72	124	60	108	144	108
TrC1537C	1359	1750	869	1821	738	1599	1901	833	860	700	866	906	928
TrC1538W	186	0	0	0	0	0	0	0	0	0	0	2	0
TrC1539C	2085	331	231	511	150	682	868	172	168	111	151	121	156
TrC1540W	1599	109	140	318	65	721	1545	54	30	40	50	33	51
TrC1541W	1446	2	8	2	4	11	20	0	3	1	3	0	0
TrC1542W	1671	0	0	0	0	0	1	0	0	0	0	0	0
TrC1543C	1869	60	31	86	17	91	72	4	0	3	0	0	4
TrC1544W	3453	1439	750	1565	611	1909	1656	110	99	62	64	56	94
TrC1545W	1260	8	54	8	21	3	10	0	0	0	1	2	0
TrC1546W	1272	524	224	471	279	505	505	87	103	89	99	111	122
TrC1547W	822	547	163	660	254	252	232	0	3	0	0	0	2
TrC1548C	1073	11	6	6	6	5	9	47	39	30	28	17	32
TrC1549W	1503	60	175	55	49	60	58	91	90	72	83	98	93
TrC1550C	465	3	4	3	8	4	11	12	5	5	5	0	4
TrC1551C	2235	2633	1247	2035	3063	2005	1806	0	20	3	0	0	0
TrC1552C	2394	33752	15834	27344	31950	21705	14771	185	499	170	2069	2593	460
TrC1553C	816	1431	4873	489	1554	1656	1862	313	761	320	1679	1737	665
TrC1554W	1254	26	63	17	43	88	85	40	70	33	125	97	67
TrC1555W	984	784	477	826	568	889	810	544	619	473	767	695	614
TrC1556W	945	5	11	1	3	5	4	0	0	0	0	0	3
TrC1557C	295	1	3	2	0	1	2	0	0	1	0	0	0
TrC1558C	1131	13	6	5	13	13	19	0	0	0	5	2	2
TrC1559W	1200	1	2	0	0	0	0	0	0	0	0	0	0
TrC1560C	1500	23	58	1	3	11	0	0	0	0	0	0	0
TrC1561W	6351	2	9	1	0	3	13	0	0	0	0	0	0
TrC1562C	3159	3	5	0	0	2	2	0	0	0	0	0	0
TrC1563C	1497	26	80	9	16	15	12	1	0	0	0	0	2
TrC1564C	1335	2	7	0	0	0	0	0	0	0	0	0	0
TrC1565W	1632	7	27	0	0	1	0	0	0	0	0	0	0
TrC1566C	957	2	13	2	1	2	0	0	0	0	0	0	0
TrC1567C	1839	9	9	5	2	5	2	1	0	0	0	0	1
TrC1568W	11172	96	120	133	30	157	196	145	132	108	103	123	170
TrC1569W	1254	16	5	16	10	18	9	3	2	5	3	1	1
TrC1570C	1557	1	6	2	2	7	3	11	7	11	0	3	5
TrC1571W	963	3	3	2	0	5	9	11	17	9	9	10	11
TrC1572C	516	12	0	5	4	5	0	4	4	2	2	6	1
TrC1573C	1794	7	12	8	9	25	8	15	14	13	19	18	27
TrC1574W	534	2	1	0	1	0	0	0	1	1	0	0	0
TrC1575C	1605	1939	1082	1916	1392	885	415	9	15	7	15	7	15
TrC1576W	2496	989	476	1016	839	617	384	12	40	19	27	19	26
TrC1577C	1833	316	216	350	288	387	388	200	219	150	216	209	213
TrC1578W	1101	607	800	612	543	432	390	76	82	70	97	61	88
TrC1579C	636	17	29	13	20	21	27	3	5	4	4	10	4
TrC1580C	1260	65	127	74	60	116	196	8	12	2	9	8	10
TrD0001C	1853	0	0	0	0	0	0	0	0	0	0	0	0
