"GO.ID";"Term";"Annotated";"Significant";"Expected";"classicFisher";"weighted"
"GO:0019798";"procollagen-proline dioxygenase activity";15;4;3,83;"0.55814";"0.62588"
"GO:0031543";"peptidyl-proline dioxygenase activity";15;4;3,83;"0.55814";"1.00000"
"GO:0008650";"rRNA (uridine-2'-O-)-methyltransferase a...";11;3;2,81;"0.56149";"0.56149"
"GO:0009383";"rRNA (cytosine-C5-)-methyltransferase ac...";11;3;2,81;"0.56149";"0.56149"
"GO:0016205";"selenocysteine methyltransferase activit...";11;3;2,81;"0.56149";"0.56149"
"GO:0016300";"tRNA (uracil) methyltransferase activity";11;3;2,81;"0.56149";"0.56149"
"GO:0016426";"tRNA (adenine) methyltransferase activit...";11;3;2,81;"0.56149";"1.00000"
"GO:0016427";"tRNA (cytosine) methyltransferase activi...";11;3;2,81;"0.56149";"0.56149"
"GO:0016429";"tRNA (adenine-N1-)-methyltransferase act...";11;3;2,81;"0.56149";"1.00000"
"GO:0016434";"rRNA (cytosine) methyltransferase activi...";11;3;2,81;"0.56149";"1.00000"
"GO:0016435";"rRNA (guanine) methyltransferase activit...";11;3;2,81;"0.56149";"0.56149"
"GO:0016436";"rRNA (uridine) methyltransferase activit...";11;3;2,81;"0.56149";"1.00000"
"GO:0016799";"hydrolase activity, hydrolyzing N-glycos...";11;3;2,81;"0.56149";"0.58723"
"GO:0018423";"protein C-terminal leucine carboxyl O-me...";11;3;2,81;"0.56149";"0.56149"
"GO:0018707";"1-phenanthrol methyltransferase activity";11;3;2,81;"0.56149";"0.56149"
"GO:0019702";"protein-arginine N5-methyltransferase ac...";11;3;2,81;"0.56149";"0.56149"
"GO:0030792";"methylarsonite methyltransferase activit...";11;3;2,81;"0.56149";"0.56149"
"GO:0043770";"demethylmenaquinone methyltransferase ac...";11;3;2,81;"0.56149";"0.56149"
"GO:0043776";"cobalt-precorrin-6B C5-methyltransferase...";11;3;2,81;"0.56149";"0.56149"
"GO:0043777";"cobalt-precorrin-7 C15-methyltransferase...";11;3;2,81;"0.56149";"0.56149"
"GO:0043780";"cobalt-precorrin-5B C1-methyltransferase...";11;3;2,81;"0.56149";"0.56149"
"GO:0043782";"cobalt-precorrin-3 C17-methyltransferase...";11;3;2,81;"0.56149";"0.56149"
"GO:0043791";"dimethylamine methyltransferase activity";11;3;2,81;"0.56149";"0.56149"
"GO:0043803";"hydroxyneurosporene-O-methyltransferase ...";11;3;2,81;"0.56149";"0.56149"
"GO:0043827";"tRNA (adenine-57, 58-N(1)-) methyltransf...";11;3;2,81;"0.56149";"0.56149"
"GO:0043833";"[methyl-Co(III) methylamine-specific cor...";11;3;2,81;"0.56149";"0.56149"
"GO:0043834";"trimethylamine methyltransferase activit...";11;3;2,81;"0.56149";"0.56149"
"GO:0043852";"monomethylamine methyltransferase activi...";11;3;2,81;"0.56149";"0.56149"
"GO:0051995";"Se-methyltransferase activity";11;3;2,81;"0.56149";"1.00000"
"GO:0062105";"RNA 2'-O-methyltransferase activity";11;3;2,81;"0.56149";"1.00000"
"GO:0004252";"serine-type endopeptidase activity";7;2;1,79;"0.56848";"0.56848"
"GO:0004774";"succinate-CoA ligase activity";7;2;1,79;"0.56848";"0.69261"
"GO:0008106";"alcohol dehydrogenase (NADP+) activity";7;2;1,79;"0.56848";"0.56848"
"GO:0008318";"protein prenyltransferase activity";7;2;1,79;"0.56848";"0.82949"
"GO:0008967";"phosphoglycolate phosphatase activity";7;2;1,79;"0.56848";"0.56848"
"GO:0016597";"amino acid binding";7;2;1,79;"0.56848";"0.56848"
"GO:0016630";"protochlorophyllide reductase activity";7;2;1,79;"0.56848";"0.56848"
"GO:0016854";"racemase and epimerase activity";7;2;1,79;"0.56848";"1.00000"
"GO:0016886";"ligase activity, forming phosphoric este...";7;2;1,79;"0.56848";"1.00000"
"GO:0000213";"tRNA-intron endonuclease activity";3;1;0,77;"0.58721";"0.58721"
"GO:0002094";"polyprenyltransferase activity";3;1;0,77;"0.58721";"1.00000"
"GO:0003862";"3-isopropylmalate dehydrogenase activity";3;1;0,77;"0.58721";"0.58721"
"GO:0003904";"deoxyribodipyrimidine photo-lyase activi...";3;1;0,77;"0.58721";"0.58721"
"GO:0003913";"DNA photolyase activity";3;1;0,77;"0.58721";"1.00000"
"GO:0003939";"L-iditol 2-dehydrogenase activity";3;1;0,77;"0.58721";"0.58721"
"GO:0003968";"RNA-directed 5'-3' RNA polymerase activi...";3;1;0,77;"0.58721";"0.58721"
"GO:0004035";"alkaline phosphatase activity";3;1;0,77;"0.58721";"0.58721"
"GO:0004121";"cystathionine beta-lyase activity";3;1;0,77;"0.58721";"0.58721"
"GO:0004147";"dihydrolipoamide branched chain acyltran...";3;1;0,77;"0.58721";"0.58721"
"GO:0004328";"formamidase activity";3;1;0,77;"0.58721";"0.58721"
"GO:0004414";"homoserine O-acetyltransferase activity";3;1;0,77;"0.58721";"0.58721"
"GO:0004416";"hydroxyacylglutathione hydrolase activit...";3;1;0,77;"0.58721";"0.58721"
"GO:0004462";"lactoylglutathione lyase activity";3;1;0,77;"0.58721";"0.58721"
"GO:0004616";"phosphogluconate dehydrogenase (decarbox...";3;1;0,77;"0.58721";"0.58721"
"GO:0004617";"phosphoglycerate dehydrogenase activity";3;1;0,77;"0.58721";"0.58721"
"GO:0004652";"polynucleotide adenylyltransferase activ...";3;1;0,77;"0.58721";"0.58721"
"GO:0004656";"procollagen-proline 4-dioxygenase activi...";3;1;0,77;"0.58721";"0.58721"
"GO:0004745";"NAD-retinol dehydrogenase activity";3;1;0,77;"0.58721";"0.58721"
"GO:0004749";"ribose phosphate diphosphokinase activit...";3;1;0,77;"0.58721";"0.58721"
"GO:0004764";"shikimate 3-dehydrogenase (NADP+) activi...";3;1;0,77;"0.58721";"0.58721"
"GO:0004775";"succinate-CoA ligase (ADP-forming) activ...";3;1;0,77;"0.58721";"0.58721"
"GO:0008123";"cholesterol 7-alpha-monooxygenase activi...";3;1;0,77;"0.58721";"0.58721"
"GO:0008253";"5'-nucleotidase activity";3;1;0,77;"0.58721";"0.58721"
"GO:0008271";"secondary active sulfate transmembrane t...";3;1;0,77;"0.58721";"0.58721"
"GO:0008395";"steroid hydroxylase activity";3;1;0,77;"0.58721";"1.00000"
"GO:0008442";"3-hydroxyisobutyrate dehydrogenase activ...";3;1;0,77;"0.58721";"0.58721"
"GO:0008897";"holo-[acyl-carrier-protein] synthase act...";3;1;0,77;"0.58721";"0.58721"
"GO:0008951";"palmitoleoyl [acyl-carrier-protein]-depe...";3;1;0,77;"0.58721";"0.58721"
"GO:0009815";"1-aminocyclopropane-1-carboxylate oxidas...";3;1;0,77;"0.58721";"0.58721"
"GO:0015116";"sulfate transmembrane transporter activi...";3;1;0,77;"0.58721";"1.00000"
"GO:0015205";"nucleobase transmembrane transporter act...";3;1;0,77;"0.58721";"0.58721"
"GO:0016215";"acyl-CoA desaturase activity";3;1;0,77;"0.58721";"0.58721"
"GO:0016414";"O-octanoyltransferase activity";3;1;0,77;"0.58721";"0.58721"
"GO:0016416";"O-palmitoyltransferase activity";3;1;0,77;"0.58721";"0.58721"
"GO:0016443";"bidentate ribonuclease III activity";3;1;0,77;"0.58721";"0.58721"
"GO:0016634";"oxidoreductase activity, acting on the C...";3;1;0,77;"0.58721";"1.00000"
"GO:0016715";"oxidoreductase activity, acting on paire...";3;1;0,77;"0.58721";"1.00000"
"GO:0016726";"oxidoreductase activity, acting on CH or...";3;1;0,77;"0.58721";"1.00000"
"GO:0016750";"O-succinyltransferase activity";3;1;0,77;"0.58721";"0.58721"
"GO:0016752";"sinapoyltransferase activity";3;1;0,77;"0.58721";"1.00000"
"GO:0016753";"O-sinapoyltransferase activity";3;1;0,77;"0.58721";"0.58721"
"GO:0016872";"intramolecular lyase activity";3;1;0,77;"0.58721";"1.00000"
"GO:0016882";"cyclo-ligase activity";3;1;0,77;"0.58721";"1.00000"
"GO:0016892";"endoribonuclease activity, producing 3'-...";3;1;0,77;"0.58721";"1.00000"
"GO:0018030";"peptidyl-lysine N6-myristoyltransferase ...";3;1;0,77;"0.58721";"0.58721"
"GO:0018031";"peptidyl-lysine N6-palmitoyltransferase ...";3;1;0,77;"0.58721";"0.58721"
"GO:0018576";"catechol 1,2-dioxygenase activity";3;1;0,77;"0.58721";"0.58721"
"GO:0018711";"benzoyl acetate-CoA thiolase activity";3;1;0,77;"0.58721";"0.58721"
"GO:0018712";"3-hydroxybutyryl-CoA thiolase activity";3;1;0,77;"0.58721";"0.58721"
"GO:0018713";"3-ketopimelyl-CoA thiolase activity";3;1;0,77;"0.58721";"0.58721"
"GO:0019186";"acyl-CoA N-acyltransferase activity";3;1;0,77;"0.58721";"0.58721"
"GO:0019705";"protein-cysteine S-myristoyltransferase ...";3;1;0,77;"0.58721";"0.58721"
"GO:0019706";"protein-cysteine S-palmitoyltransferase ...";3;1;0,77;"0.58721";"1.00000"
"GO:0019707";"protein-cysteine S-acyltransferase activ...";3;1;0,77;"0.58721";"1.00000"
"GO:0031545";"peptidyl-proline 4-dioxygenase activity";3;1;0,77;"0.58721";"1.00000"
"GO:0032216";"glucosaminyl-phosphatidylinositol O-acyl...";3;1;0,77;"0.58721";"0.58721"
"GO:0043225";"ATPase-coupled inorganic anion transmemb...";3;1;0,77;"0.58721";"1.00000"
"GO:0043741";"alpha-aminoadipate acetyltransferase act...";3;1;0,77;"0.58721";"0.58721"
"GO:0043806";"keto acid formate lyase activity";3;1;0,77;"0.58721";"0.58721"
"GO:0043849";"Ras palmitoyltransferase activity";3;1;0,77;"0.58721";"0.58721"
"GO:0046941";"azetidine-2-carboxylic acid acetyltransf...";3;1;0,77;"0.58721";"0.58721"
"GO:0047501";"(+)-neomenthol dehydrogenase activity";3;1;0,77;"0.58721";"0.58721"
"GO:0047710";"bis(5'-adenosyl)-triphosphatase activity";3;1;0,77;"0.58721";"0.58721"
"GO:0047953";"glycerol 2-dehydrogenase (NADP+) activit...";3;1;0,77;"0.58721";"0.58721"
"GO:0050356";"tropine dehydrogenase activity";3;1;0,77;"0.58721";"0.58721"
"GO:0050614";"delta24-sterol reductase activity";3;1;0,77;"0.58721";"0.58721"
"GO:0051731";"polynucleotide 5'-hydroxyl-kinase activi...";3;1;0,77;"0.58721";"1.00000"
"GO:0051734";"polynucleotide kinase activity";3;1;0,77;"0.58721";"0.58721"
"GO:0051735";"GTP-dependent polynucleotide kinase acti...";3;1;0,77;"0.58721";"0.58721"
"GO:0070569";"uridylyltransferase activity";3;1;0,77;"0.58721";"1.00000"
"GO:1901682";"sulfur compound transmembrane transporte...";3;1;0,77;"0.58721";"1.00000"
"GO:0042626";"ATPase-coupled transmembrane transporter...";92;23;23,49;"0.58779";"0.33564"
"GO:0016788";"hydrolase activity, acting on ester bond...";271;68;69,2;"0.59296";"0.12225"
"GO:0016903";"oxidoreductase activity, acting on the a...";32;8;8,17;"0.59539";"1.00000"
"GO:0000033";"alpha-1,3-mannosyltransferase activity";20;5;5,11;"0.60701";"0.60701"
"GO:0001962";"alpha-1,3-galactosyltransferase activity";20;5;5,11;"0.60701";"0.60701"
"GO:0003980";"UDP-glucose:glycoprotein glucosyltransfe...";20;5;5,11;"0.60701";"0.60701"
"GO:0004583";"dolichyl-phosphate-glucose-glycolipid al...";20;5;5,11;"0.60701";"0.60701"
"GO:0008417";"fucosyltransferase activity";20;5;5,11;"0.60701";"1.00000"
"GO:0008755";"O antigen polymerase activity";20;5;5,11;"0.60701";"0.60701"
"GO:0008921";"lipopolysaccharide-1,6-galactosyltransfe...";20;5;5,11;"0.60701";"0.60701"
"GO:0016759";"cellulose synthase activity";20;5;5,11;"0.60701";"0.60701"
"GO:0018715";"9-phenanthrol UDP-glucuronosyltransferas...";20;5;5,11;"0.60701";"0.60701"
"GO:0018716";"1-phenanthrol glycosyltransferase activi...";20;5;5,11;"0.60701";"0.60701"
"GO:0018717";"9-phenanthrol glycosyltransferase activi...";20;5;5,11;"0.60701";"0.60701"
"GO:0018718";"1,2-dihydroxy-phenanthrene glycosyltrans...";20;5;5,11;"0.60701";"0.60701"
"GO:0019112";"phenanthrol glycosyltransferase activity";20;5;5,11;"0.60701";"1.00000"
"GO:0031278";"alpha-1,2-galactosyltransferase activity";20;5;5,11;"0.60701";"0.60701"
"GO:0033556";"dolichyl pyrophosphate Man7GlcNAc2 alpha...";20;5;5,11;"0.60701";"0.60701"
"GO:0042281";"dolichyl pyrophosphate Man9GlcNAc2 alpha...";20;5;5,11;"0.60701";"0.60701"
"GO:0042283";"dolichyl pyrophosphate Glc1Man9GlcNAc2 a...";20;5;5,11;"0.60701";"0.60701"
"GO:0045140";"inositol phosphoceramide synthase activi...";20;5;5,11;"0.60701";"0.60701"
"GO:0046920";"alpha-(1->3)-fucosyltransferase activity";20;5;5,11;"0.60701";"0.60701"
"GO:0046921";"alpha-(1->6)-fucosyltransferase activity";20;5;5,11;"0.60701";"0.60701"
"GO:0051990";"(R)-2-hydroxyglutarate dehydrogenase act...";20;5;5,11;"0.60701";"0.60701"
"GO:0000155";"phosphorelay sensor kinase activity";12;3;3,06;"0.62604";"0.62604"
"GO:0000907";"sulfonate dioxygenase activity";12;3;3,06;"0.62604";"0.62604"
"GO:0004659";"prenyltransferase activity";12;3;3,06;"0.62604";"1.00000"
"GO:0004673";"protein histidine kinase activity";12;3;3,06;"0.62604";"1.00000"
"GO:0008174";"mRNA methyltransferase activity";12;3;3,06;"0.62604";"0.62604"
"GO:0008175";"tRNA methyltransferase activity";12;3;3,06;"0.62604";"1.00000"
"GO:0016273";"arginine N-methyltransferase activity";12;3;3,06;"0.62604";"1.00000"
"GO:0016274";"protein-arginine N-methyltransferase act...";12;3;3,06;"0.62604";"1.00000"
"GO:0016423";"tRNA (guanine) methyltransferase activit...";12;3;3,06;"0.62604";"0.62604"
"GO:0016775";"phosphotransferase activity, nitrogenous...";12;3;3,06;"0.62604";"1.00000"
"GO:0018602";"2,4-dichlorophenoxyacetate alpha-ketoglu...";12;3;3,06;"0.62604";"0.62604"
"GO:0043734";"DNA-N1-methyladenine dioxygenase activit...";12;3;3,06;"0.62604";"0.62604"
"GO:0140299";"small molecule sensor activity";12;3;3,06;"0.62604";"1.00000"
"GO:0000287";"magnesium ion binding";25;6;6,38;"0.64546";"0.64546"
"GO:0003684";"damaged DNA binding";8;2;2,04;"0.64636";"0.64636"
"GO:0004629";"phospholipase C activity";8;2;2,04;"0.64636";"0.69270"
"GO:0016289";"CoA hydrolase activity";8;2;2,04;"0.64636";"0.87307"
"GO:0016778";"diphosphotransferase activity";8;2;2,04;"0.64636";"1.00000"
"GO:0019104";"DNA N-glycosylase activity";8;2;2,04;"0.64636";"1.00000"
"GO:0033961";"cis-stilbene-oxide hydrolase activity";8;2;2,04;"0.64636";"0.64636"
"GO:0000026";"alpha-1,2-mannosyltransferase activity";21;5;5,36;"0.65413";"0.61468"
"GO:0000252";"C-3 sterol dehydrogenase (C-4 sterol dec...";21;5;5,36;"0.65413";"0.65413"
"GO:0004520";"endodeoxyribonuclease activity";21;5;5,36;"0.65413";"1.00000"
"GO:0008238";"exopeptidase activity";21;5;5,36;"0.65413";"1.00000"
"GO:0008376";"acetylgalactosaminyltransferase activity";21;5;5,36;"0.65413";"0.65413"
"GO:0019187";"beta-1,4-mannosyltransferase activity";21;5;5,36;"0.65413";"0.65413"
"GO:0035250";"UDP-galactosyltransferase activity";21;5;5,36;"0.65413";"1.00000"
"GO:0004540";"ribonuclease activity";42;10;10,73;"0.65954";"0.25570"
"GO:0017111";"ribonucleoside triphosphate phosphatase ...";164;40;41,88;"0.66377";"0.86665"
"GO:0043765";"T/G mismatch-specific endonuclease activ...";17;4;4,34;"0.66609";"0.66609"
"GO:0004033";"aldo-keto reductase (NADP) activity";34;8;8,68;"0.67010";"0.55714"
"GO:0000179";"rRNA (adenine-N6,N6-)-dimethyltransferas...";13;3;3,32;"0.68372";"0.68372"
"GO:0008649";"rRNA methyltransferase activity";13;3;3,32;"0.68372";"1.00000"
"GO:0016433";"rRNA (adenine) methyltransferase activit...";13;3;3,32;"0.68372";"1.00000"
"GO:0140102";"catalytic activity, acting on a rRNA";13;3;3,32;"0.68372";"1.00000"
"GO:0051213";"dioxygenase activity";47;11;12;"0.68578";"1.00000"
"GO:0000104";"succinate dehydrogenase activity";4;1;1,02;"0.69269";"0.69269"
"GO:0003747";"translation release factor activity";4;1;1,02;"0.69269";"0.69269"
"GO:0003878";"ATP citrate synthase activity";4;1;1,02;"0.69269";"0.69269"
"GO:0004084";"branched-chain-amino-acid transaminase a...";4;1;1,02;"0.69269";"0.69269"
"GO:0004128";"cytochrome-b5 reductase activity, acting...";4;1;1,02;"0.69269";"0.69269"
"GO:0004396";"hexokinase activity";4;1;1,02;"0.69269";"0.69269"
"GO:0004435";"phosphatidylinositol phospholipase C act...";4;1;1,02;"0.69269";"0.69269"
"GO:0004458";"D-lactate dehydrogenase (cytochrome) act...";4;1;1,02;"0.69269";"0.69269"
"GO:0004523";"RNA-DNA hybrid ribonuclease activity";4;1;1,02;"0.69269";"0.69269"
"GO:0004691";"cAMP-dependent protein kinase activity";4;1;1,02;"0.69269";"0.69269"
"GO:0004693";"cyclin-dependent protein serine/threonin...";4;1;1,02;"0.69269";"0.69269"
"GO:0004788";"thiamine diphosphokinase activity";4;1;1,02;"0.69269";"0.69269"
"GO:0008079";"translation termination factor activity";4;1;1,02;"0.69269";"1.00000"
"GO:0008410";"CoA-transferase activity";4;1;1,02;"0.69269";"1.00000"
"GO:0008892";"guanine deaminase activity";4;1;1,02;"0.69269";"0.69269"
"GO:0016151";"nickel cation binding";4;1;1,02;"0.69269";"0.69269"
"GO:0016307";"phosphatidylinositol phosphate kinase ac...";4;1;1,02;"0.69269";"0.69269"
"GO:0016412";"serine O-acyltransferase activity";4;1;1,02;"0.69269";"0.69269"
"GO:0016415";"octanoyltransferase activity";4;1;1,02;"0.69269";"1.00000"
"GO:0016419";"S-malonyltransferase activity";4;1;1,02;"0.69269";"0.69269"
"GO:0016420";"malonyltransferase activity";4;1;1,02;"0.69269";"1.00000"
"GO:0016635";"oxidoreductase activity, acting on the C...";4;1;1,02;"0.69269";"1.00000"
"GO:0016661";"oxidoreductase activity, acting on other...";4;1;1,02;"0.69269";"1.00000"
"GO:0016751";"S-succinyltransferase activity";4;1;1,02;"0.69269";"0.69269"
"GO:0016824";"hydrolase activity, acting on acid halid...";4;1;1,02;"0.69269";"1.00000"
"GO:0016841";"ammonia-lyase activity";4;1;1,02;"0.69269";"1.00000"
"GO:0018854";"3-isopropenyl-6-oxoheptanoyl-CoA synthet...";4;1;1,02;"0.69269";"0.69269"
"GO:0018855";"2-oxo-delta3-4,5,5-trimethylcyclopenteny...";4;1;1,02;"0.69269";"0.69269"
"GO:0018856";"benzoyl acetate-CoA ligase activity";4;1;1,02;"0.69269";"0.69269"
"GO:0018857";"2,4-dichlorobenzoate-CoA ligase activity";4;1;1,02;"0.69269";"0.69269"
"GO:0019107";"myristoyltransferase activity";4;1;1,02;"0.69269";"1.00000"
"GO:0019114";"catechol dioxygenase activity";4;1;1,02;"0.69269";"1.00000"
"GO:0019120";"hydrolase activity, acting on acid halid...";4;1;1,02;"0.69269";"1.00000"
"GO:0019843";"rRNA binding";4;1;1,02;"0.69269";"0.69269"
"GO:0043759";"methylbutanoate-CoA ligase activity";4;1;1,02;"0.69269";"0.69269"
"GO:0097472";"cyclin-dependent protein kinase activity";4;1;1,02;"0.69269";"1.00000"
"GO:0004448";"isocitrate dehydrogenase [NAD(P)+] activ...";22;5;5,62;"0.69746";"0.69746"
"GO:0008378";"galactosyltransferase activity";22;5;5,62;"0.69746";"1.00000"
"GO:0030170";"pyridoxal phosphate binding";60;14;15,32;"0.70037";"0.70037"
"GO:0070279";"vitamin B6 binding";60;14;15,32;"0.70037";"1.00000"
"GO:0004519";"endonuclease activity";56;13;14,3;"0.70447";"1.00000"
"GO:0004089";"carbonate dehydratase activity";9;2;2,3;"0.71264";"0.71264"
"GO:0004557";"alpha-galactosidase activity";9;2;2,3;"0.71264";"0.71264"
"GO:0016803";"ether hydrolase activity";9;2;2,3;"0.71264";"1.00000"
"GO:0043892";"methylglyoxal reductase (NADPH-dependent...";9;2;2,3;"0.71264";"0.71264"
"GO:0004536";"deoxyribonuclease activity";23;5;5,87;"0.73689";"1.00000"
"GO:0015662";"P-type ion transporter activity";23;5;5,87;"0.73689";"0.98388"
"GO:0140358";"P-type transmembrane transporter activit...";23;5;5,87;"0.73689";"1.00000"
"GO:0000030";"mannosyltransferase activity";32;7;8,17;"0.74566";"1.00000"
"GO:0016706";"2-oxoglutarate-dependent dioxygenase act...";28;6;7,15;"0.75761";"0.88219"
"GO:0016846";"carbon-sulfur lyase activity";28;6;7,15;"0.75761";"0.85139"
"GO:0035251";"UDP-glucosyltransferase activity";28;6;7,15;"0.75761";"1.00000"
"GO:0016765";"transferase activity, transferring alkyl...";50;11;12,77;"0.76647";"1.00000"
"GO:0004727";"prenylated protein tyrosine phosphatase ...";10;2;2,55;"0.76816";"0.76816"
"GO:0008235";"metalloexopeptidase activity";10;2;2,55;"0.76816";"0.76816"
"GO:0015925";"galactosidase activity";10;2;2,55;"0.76816";"1.00000"
"GO:0016638";"oxidoreductase activity, acting on the C...";10;2;2,55;"0.76816";"1.00000"
"GO:0016801";"hydrolase activity, acting on ether bond...";10;2;2,55;"0.76816";"1.00000"
"GO:0000700";"mismatch base pair DNA N-glycosylase act...";5;1;1,28;"0.77124";"1.00000"
"GO:0000701";"purine-specific mismatch base pair DNA N...";5;1;1,28;"0.77124";"0.77124"
"GO:0003756";"protein disulfide isomerase activity";5;1;1,28;"0.77124";"0.77124"
"GO:0003906";"DNA-(apurinic or apyrimidinic site) endo...";5;1;1,28;"0.77124";"0.77124"
"GO:0003951";"NAD+ kinase activity";5;1;1,28;"0.77124";"0.77124"
"GO:0003988";"acetyl-CoA C-acyltransferase activity";5;1;1,28;"0.77124";"0.77124"
"GO:0004029";"aldehyde dehydrogenase (NAD+) activity";5;1;1,28;"0.77124";"0.77124"
"GO:0004185";"serine-type carboxypeptidase activity";5;1;1,28;"0.77124";"0.77124"
"GO:0004377";"GDP-Man:Man3GlcNAc2-PP-Dol alpha-1,2-man...";5;1;1,28;"0.77124";"0.77124"
"GO:0004525";"ribonuclease III activity";5;1;1,28;"0.77124";"1.00000"
"GO:0004563";"beta-N-acetylhexosaminidase activity";5;1;1,28;"0.77124";"1.00000"
"GO:0004655";"porphobilinogen synthase activity";5;1;1,28;"0.77124";"0.77124"
"GO:0005388";"P-type calcium transporter activity";5;1;1,28;"0.77124";"0.77124"
"GO:0015085";"calcium ion transmembrane transporter ac...";5;1;1,28;"0.77124";"1.00000"
"GO:0015932";"nucleobase-containing compound transmemb...";5;1;1,28;"0.77124";"1.00000"
"GO:0016231";"beta-N-acetylglucosaminidase activity";5;1;1,28;"0.77124";"0.77124"
"GO:0016409";"palmitoyltransferase activity";5;1;1,28;"0.77124";"1.00000"
"GO:0016411";"acylglycerol O-acyltransferase activity";5;1;1,28;"0.77124";"0.77124"
"GO:0016418";"S-acetyltransferase activity";5;1;1,28;"0.77124";"0.77124"
"GO:0016454";"C-palmitoyltransferase activity";5;1;1,28;"0.77124";"0.77124"
"GO:0016725";"oxidoreductase activity, acting on CH or...";5;1;1,28;"0.77124";"1.00000"
"GO:0016864";"intramolecular oxidoreductase activity, ...";5;1;1,28;"0.77124";"1.00000"
"GO:0016894";"endonuclease activity, active with eithe...";5;1;1,28;"0.77124";"1.00000"
"GO:0017065";"single-strand selective uracil DNA N-gly...";5;1;1,28;"0.77124";"0.77124"
"GO:0018662";"phenol 2-monooxygenase activity";5;1;1,28;"0.77124";"0.77124"
"GO:0018667";"cyclohexanone monooxygenase activity";5;1;1,28;"0.77124";"0.77124"
"GO:0030523";"dihydrolipoamide S-acyltransferase activ...";5;1;1,28;"0.77124";"1.00000"
"GO:0032296";"double-stranded RNA-specific ribonucleas...";5;1;1,28;"0.77124";"1.00000"
"GO:0032451";"demethylase activity";5;1;1,28;"0.77124";"1.00000"
"GO:0042802";"identical protein binding";5;1;1,28;"0.77124";"0.77124"
"GO:0043733";"DNA-3-methylbase glycosylase activity";5;1;1,28;"0.77124";"0.77124"
"GO:1901505";"carbohydrate derivative transmembrane tr...";5;1;1,28;"0.77124";"1.00000"
"GO:0004576";"oligosaccharyl transferase activity";24;5;6,13;"0.77242";"0.77242"
"GO:0008173";"RNA methyltransferase activity";15;3;3,83;"0.77856";"1.00000"
"GO:0016702";"oxidoreductase activity, acting on singl...";15;3;3,83;"0.77856";"0.94766"
"GO:0016881";"acid-amino acid ligase activity";15;3;3,83;"0.77856";"1.00000"
"GO:0008194";"UDP-glycosyltransferase activity";47;10;12;"0.79765";"1.00000"
"GO:0016835";"carbon-oxygen lyase activity";73;16;18,64;"0.80071";"1.00000"
"GO:0008375";"acetylglucosaminyltransferase activity";34;7;8,68;"0.80317";"0.80436"
"GO:0016229";"steroid dehydrogenase activity";25;5;6,38;"0.80416";"1.00000"
"GO:0033764";"steroid dehydrogenase activity, acting o...";25;5;6,38;"0.80416";"0.80416"
"GO:0015035";"protein-disulfide reductase activity";11;2;2,81;"0.81409";"0.81409"
"GO:0015036";"disulfide oxidoreductase activity";11;2;2,81;"0.81409";"1.00000"
"GO:0016780";"phosphotransferase activity, for other s...";11;2;2,81;"0.81409";"1.00000"
"GO:0043177";"organic acid binding";11;2;2,81;"0.81409";"1.00000"
"GO:1901681";"sulfur compound binding";11;2;2,81;"0.81409";"1.00000"
"GO:0046527";"glucosyltransferase activity";30;6;7,66;"0.81642";"1.00000"
"GO:0008081";"phosphoric diester hydrolase activity";21;4;5,36;"0.82361";"1.00000"
"GO:0004326";"tetrahydrofolylpolyglutamate synthase ac...";6;1;1,53;"0.82972";"0.82972"
"GO:0004683";"calmodulin-dependent protein kinase acti...";6;1;1,53;"0.82972";"0.82972"
"GO:0004844";"uracil DNA N-glycosylase activity";6;1;1,53;"0.82972";"1.00000"
"GO:0008252";"nucleotidase activity";6;1;1,53;"0.82972";"1.00000"
"GO:0008806";"carboxymethylenebutenolidase activity";6;1;1,53;"0.82972";"0.82972"
"GO:0008869";"galactonate dehydratase activity";6;1;1,53;"0.82972";"0.82972"
"GO:0016668";"oxidoreductase activity, acting on a sul...";6;1;1,53;"0.82972";"1.00000"
"GO:0016832";"aldehyde-lyase activity";6;1;1,53;"0.82972";"1.00000"
"GO:0018731";"1-oxa-2-oxocycloheptane lactonase activi...";6;1;1,53;"0.82972";"0.82972"
"GO:0018732";"sulfolactone hydrolase activity";6;1;1,53;"0.82972";"0.82972"
"GO:0018733";"3,4-dihydrocoumarin hydrolase activity";6;1;1,53;"0.82972";"0.82972"
"GO:0018734";"butyrolactone hydrolase activity";6;1;1,53;"0.82972";"0.82972"
"GO:0070008";"serine-type exopeptidase activity";6;1;1,53;"0.82972";"1.00000"
"GO:0097506";"deaminated base DNA N-glycosylase activi...";6;1;1,53;"0.82972";"1.00000"
"GO:0016758";"hexosyltransferase activity";75;16;19,15;"0.83517";"0.33716"
"GO:0016462";"pyrophosphatase activity";190;43;48,52;"0.84716";"1.00000"
"GO:0004725";"protein tyrosine phosphatase activity";17;3;4,34;"0.84864";"0.87341"
"GO:0003993";"acid phosphatase activity";12;2;3,06;"0.85170";"0.85170"
"GO:0004549";"tRNA-specific ribonuclease activity";12;2;3,06;"0.85170";"1.00000"
"GO:0030695";"GTPase regulator activity";12;2;3,06;"0.85170";"1.00000"
"GO:0050661";"NADP binding";12;2;3,06;"0.85170";"0.85170"
"GO:0060589";"nucleoside-triphosphatase regulator acti...";12;2;3,06;"0.85170";"1.00000"
"GO:0070566";"adenylyltransferase activity";12;2;3,06;"0.85170";"1.00000"
