"GO.ID";"Term";"Annotated";"Significant";"Expected";"classicFisher";"weighted"
"GO:0004487";"methylenetetrahydrofolate dehydrogenase ...";1;0;0,02;"1.0000";"1.0000"
"GO:0004489";"methylenetetrahydrofolate reductase (NAD...";2;0;0,03;"1.0000";"1.0000"
"GO:0004490";"methylglutaconyl-CoA hydratase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004491";"methylmalonate-semialdehyde dehydrogenas...";2;0;0,03;"1.0000";"1.0000"
"GO:0004495";"mevaldate reductase activity";19;0;0,29;"1.0000";"1.0000"
"GO:0004496";"mevalonate kinase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004499";"N,N-dimethylaniline monooxygenase activi...";10;0;0,15;"1.0000";"1.0000"
"GO:0004502";"kynurenine 3-monooxygenase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004512";"inositol-3-phosphate synthase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004514";"nicotinate-nucleotide diphosphorylase (c...";2;0;0,03;"1.0000";"1.0000"
"GO:0004516";"nicotinate phosphoribosyltransferase act...";1;0;0,02;"1.0000";"1.0000"
"GO:0004518";"nuclease activity";79;0;1,22;"1.0000";"1.0000"
"GO:0004519";"endonuclease activity";56;0;0,86;"1.0000";"1.0000"
"GO:0004520";"endodeoxyribonuclease activity";21;0;0,32;"1.0000";"1.0000"
"GO:0004521";"endoribonuclease activity";28;0;0,43;"1.0000";"1.0000"
"GO:0004523";"RNA-DNA hybrid ribonuclease activity";4;0;0,06;"1.0000";"1.0000"
"GO:0004525";"ribonuclease III activity";5;0;0,08;"1.0000";"1.0000"
"GO:0004526";"ribonuclease P activity";9;0;0,14;"1.0000";"1.0000"
"GO:0004527";"exonuclease activity";23;0;0,35;"1.0000";"1.0000"
"GO:0004529";"exodeoxyribonuclease activity";2;0;0,03;"1.0000";"1.0000"
"GO:0004532";"exoribonuclease activity";13;0;0,2;"1.0000";"1.0000"
"GO:0004534";"5'-3' exoribonuclease activity";5;0;0,08;"1.0000";"1.0000"
"GO:0004535";"poly(A)-specific ribonuclease activity";2;0;0,03;"1.0000";"1.0000"
"GO:0004536";"deoxyribonuclease activity";23;0;0,35;"1.0000";"1.0000"
"GO:0004540";"ribonuclease activity";42;0;0,65;"1.0000";"1.0000"
"GO:0004549";"tRNA-specific ribonuclease activity";12;0;0,19;"1.0000";"1.0000"
"GO:0004550";"nucleoside diphosphate kinase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004551";"dinucleotide phosphatase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004556";"alpha-amylase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004557";"alpha-galactosidase activity";9;0;0,14;"1.0000";"1.0000"
"GO:0004558";"alpha-1,4-glucosidase activity";2;0;0,03;"1.0000";"1.0000"
"GO:0004559";"alpha-mannosidase activity";16;0;0,25;"1.0000";"1.0000"
"GO:0004560";"alpha-L-fucosidase activity";4;0;0,06;"1.0000";"1.0000"
"GO:0004561";"alpha-N-acetylglucosaminidase activity";2;0;0,03;"1.0000";"1.0000"
"GO:0004563";"beta-N-acetylhexosaminidase activity";5;0;0,08;"1.0000";"1.0000"
"GO:0004565";"beta-galactosidase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004566";"beta-glucuronidase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004567";"beta-mannosidase activity";7;0;0,11;"1.0000";"1.0000"
"GO:0004571";"mannosyl-oligosaccharide 1,2-alpha-manno...";8;0;0,12;"1.0000";"1.0000"
"GO:0004573";"Glc3Man9GlcNAc2 oligosaccharide glucosid...";2;0;0,03;"1.0000";"1.0000"
"GO:0004576";"oligosaccharyl transferase activity";24;0;0,37;"1.0000";"1.0000"
"GO:0004577";"N-acetylglucosaminyldiphosphodolichol N-...";2;0;0,03;"1.0000";"1.0000"
"GO:0004578";"chitobiosyldiphosphodolichol beta-mannos...";1;0;0,02;"1.0000";"1.0000"
"GO:0004579";"dolichyl-diphosphooligosaccharide-protei...";3;0;0,05;"1.0000";"1.0000"
"GO:0004581";"dolichyl-phosphate beta-glucosyltransfer...";1;0;0,02;"1.0000";"1.0000"
"GO:0004582";"dolichyl-phosphate beta-D-mannosyltransf...";1;0;0,02;"1.0000";"1.0000"
"GO:0004583";"dolichyl-phosphate-glucose-glycolipid al...";20;0;0,31;"1.0000";"1.0000"
"GO:0004585";"ornithine carbamoyltransferase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004586";"ornithine decarboxylase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004587";"ornithine-oxo-acid transaminase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004588";"orotate phosphoribosyltransferase activi...";1;0;0,02;"1.0000";"1.0000"
"GO:0004590";"orotidine-5'-phosphate decarboxylase act...";1;0;0,02;"1.0000";"1.0000"
"GO:0004591";"oxoglutarate dehydrogenase (succinyl-tra...";1;0;0,02;"1.0000";"1.0000"
"GO:0004592";"pantoate-beta-alanine ligase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004594";"pantothenate kinase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004595";"pantetheine-phosphate adenylyltransferas...";1;0;0,02;"1.0000";"1.0000"
"GO:0004596";"peptide alpha-N-acetyltransferase activi...";6;0;0,09;"1.0000";"1.0000"
"GO:0004601";"peroxidase activity";22;0;0,34;"1.0000";"1.0000"
"GO:0004604";"phosphoadenylyl-sulfate reductase (thior...";1;0;0,02;"1.0000";"1.0000"
"GO:0004605";"phosphatidate cytidylyltransferase activ...";3;0;0,05;"1.0000";"1.0000"
"GO:0004607";"phosphatidylcholine-sterol O-acyltransfe...";1;0;0,02;"1.0000";"1.0000"
"GO:0004608";"phosphatidylethanolamine N-methyltransfe...";1;0;0,02;"1.0000";"1.0000"
"GO:0004609";"phosphatidylserine decarboxylase activit...";5;0;0,08;"1.0000";"1.0000"
"GO:0004610";"phosphoacetylglucosamine mutase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004611";"phosphoenolpyruvate carboxykinase activi...";2;0;0,03;"1.0000";"1.0000"
"GO:0004612";"phosphoenolpyruvate carboxykinase (ATP) ...";1;0;0,02;"1.0000";"1.0000"
"GO:0004614";"phosphoglucomutase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004615";"phosphomannomutase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004616";"phosphogluconate dehydrogenase (decarbox...";3;0;0,05;"1.0000";"1.0000"
"GO:0004617";"phosphoglycerate dehydrogenase activity";3;0;0,05;"1.0000";"1.0000"
"GO:0004618";"phosphoglycerate kinase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004619";"phosphoglycerate mutase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004623";"phospholipase A2 activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004629";"phospholipase C activity";8;0;0,12;"1.0000";"1.0000"
"GO:0004630";"phospholipase D activity";3;0;0,05;"1.0000";"1.0000"
"GO:0004631";"phosphomevalonate kinase activity";2;0;0,03;"1.0000";"1.0000"
"GO:0004632";"phosphopantothenate--cysteine ligase act...";1;0;0,02;"1.0000";"1.0000"
"GO:0004633";"phosphopantothenoylcysteine decarboxylas...";1;0;0,02;"1.0000";"1.0000"
"GO:0004634";"phosphopyruvate hydratase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004635";"phosphoribosyl-AMP cyclohydrolase activi...";1;0;0,02;"1.0000";"1.0000"
"GO:0004636";"phosphoribosyl-ATP diphosphatase activit...";1;0;0,02;"1.0000";"1.0000"
"GO:0004637";"phosphoribosylamine-glycine ligase activ...";1;0;0,02;"1.0000";"1.0000"
"GO:0004638";"phosphoribosylaminoimidazole carboxylase...";1;0;0,02;"1.0000";"1.0000"
"GO:0004639";"phosphoribosylaminoimidazolesuccinocarbo...";1;0;0,02;"1.0000";"1.0000"
"GO:0004640";"phosphoribosylanthranilate isomerase act...";1;0;0,02;"1.0000";"1.0000"
"GO:0004641";"phosphoribosylformylglycinamidine cyclo-...";1;0;0,02;"1.0000";"1.0000"
"GO:0004642";"phosphoribosylformylglycinamidine syntha...";1;0;0,02;"1.0000";"1.0000"
"GO:0004643";"phosphoribosylaminoimidazolecarboxamide ...";1;0;0,02;"1.0000";"1.0000"
"GO:0004644";"phosphoribosylglycinamide formyltransfer...";1;0;0,02;"1.0000";"1.0000"
"GO:0004645";"1,4-alpha-oligoglucan phosphorylase acti...";1;0;0,02;"1.0000";"1.0000"
"GO:0004650";"polygalacturonase activity";4;0;0,06;"1.0000";"1.0000"
"GO:0004651";"polynucleotide 5'-phosphatase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004652";"polynucleotide adenylyltransferase activ...";3;0;0,05;"1.0000";"1.0000"
"GO:0004653";"polypeptide N-acetylgalactosaminyltransf...";1;0;0,02;"1.0000";"1.0000"
"GO:0004655";"porphobilinogen synthase activity";5;0;0,08;"1.0000";"1.0000"
"GO:0004656";"procollagen-proline 4-dioxygenase activi...";3;0;0,05;"1.0000";"1.0000"
"GO:0004659";"prenyltransferase activity";12;0;0,19;"1.0000";"1.0000"
"GO:0004660";"protein farnesyltransferase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004661";"protein geranylgeranyltransferase activi...";5;0;0,08;"1.0000";"1.0000"
"GO:0004662";"CAAX-protein geranylgeranyltransferase a...";1;0;0,02;"1.0000";"1.0000"
"GO:0004663";"Rab geranylgeranyltransferase activity";3;0;0,05;"1.0000";"1.0000"
"GO:0004664";"prephenate dehydratase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004665";"prephenate dehydrogenase (NADP+) activit...";1;0;0,02;"1.0000";"1.0000"
"GO:0004667";"prostaglandin-D synthase activity";2;0;0,03;"1.0000";"1.0000"
"GO:0004671";"protein C-terminal S-isoprenylcysteine c...";1;0;0,02;"1.0000";"1.0000"
"GO:0004673";"protein histidine kinase activity";12;0;0,19;"1.0000";"1.0000"
"GO:0004675";"transmembrane receptor protein serine/th...";12;0;0,19;"1.0000";"1.0000"
"GO:0004676";"3-phosphoinositide-dependent protein kin...";12;0;0,19;"1.0000";"1.0000"
"GO:0004677";"DNA-dependent protein kinase activity";12;0;0,19;"1.0000";"1.0000"
"GO:0004679";"AMP-activated protein kinase activity";12;0;0,19;"1.0000";"1.0000"
"GO:0004683";"calmodulin-dependent protein kinase acti...";6;0;0,09;"1.0000";"1.0000"
"GO:0004686";"elongation factor-2 kinase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004690";"cyclic nucleotide-dependent protein kina...";16;0;0,25;"1.0000";"1.0000"
"GO:0004691";"cAMP-dependent protein kinase activity";4;0;0,06;"1.0000";"1.0000"
"GO:0004693";"cyclin-dependent protein serine/threonin...";4;0;0,06;"1.0000";"1.0000"
"GO:0004694";"eukaryotic translation initiation factor...";12;0;0,19;"1.0000";"1.0000"
"GO:0004697";"protein kinase C activity";13;0;0,2;"1.0000";"1.0000"
"GO:0004698";"calcium-dependent protein kinase C activ...";13;0;0,2;"1.0000";"1.0000"
"GO:0004699";"calcium-independent protein kinase C act...";1;0;0,02;"1.0000";"1.0000"
"GO:0004704";"NF-kappaB-inducing kinase activity";12;0;0,19;"1.0000";"1.0000"
"GO:0004705";"JUN kinase activity";12;0;0,19;"1.0000";"1.0000"
"GO:0004706";"JUN kinase kinase kinase activity";12;0;0,19;"1.0000";"1.0000"
"GO:0004707";"MAP kinase activity";15;0;0,23;"1.0000";"1.0000"
"GO:0004708";"MAP kinase kinase activity";12;0;0,19;"1.0000";"1.0000"
"GO:0004709";"MAP kinase kinase kinase activity";13;0;0,2;"1.0000";"1.0000"
"GO:0004711";"ribosomal protein S6 kinase activity";12;0;0,19;"1.0000";"1.0000"
"GO:0004712";"protein serine/threonine/tyrosine kinase...";12;0;0,19;"1.0000";"1.0000"
"GO:0004713";"protein tyrosine kinase activity";7;0;0,11;"1.0000";"1.0000"
"GO:0004719";"protein-L-isoaspartate (D-aspartate) O-m...";11;0;0,17;"1.0000";"1.0000"
"GO:0004721";"phosphoprotein phosphatase activity";43;0;0,66;"1.0000";"1.0000"
"GO:0004722";"protein serine/threonine phosphatase act...";16;0;0,25;"1.0000";"1.0000"
"GO:0004723";"calcium-dependent protein serine/threoni...";15;0;0,23;"1.0000";"1.0000"
"GO:0004725";"protein tyrosine phosphatase activity";17;0;0,26;"1.0000";"1.0000"
"GO:0004727";"prenylated protein tyrosine phosphatase ...";10;0;0,15;"1.0000";"1.0000"
"GO:0004729";"oxygen-dependent protoporphyrinogen oxid...";1;0;0,02;"1.0000";"1.0000"
"GO:0004730";"pseudouridylate synthase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004731";"purine-nucleoside phosphorylase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004733";"pyridoxamine-phosphate oxidase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004735";"pyrroline-5-carboxylate reductase activi...";2;0;0,03;"1.0000";"1.0000"
"GO:0004736";"pyruvate carboxylase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004737";"pyruvate decarboxylase activity";2;0;0,03;"1.0000";"1.0000"
"GO:0004738";"pyruvate dehydrogenase activity";3;0;0,05;"1.0000";"1.0000"
"GO:0004739";"pyruvate dehydrogenase (acetyl-transferr...";3;0;0,05;"1.0000";"1.0000"
"GO:0004740";"pyruvate dehydrogenase (acetyl-transferr...";1;0;0,02;"1.0000";"1.0000"
"GO:0004741";"[pyruvate dehydrogenase (lipoamide)] pho...";2;0;0,03;"1.0000";"1.0000"
"GO:0004742";"dihydrolipoyllysine-residue acetyltransf...";2;0;0,03;"1.0000";"1.0000"
"GO:0004743";"pyruvate kinase activity";2;0;0,03;"1.0000";"1.0000"
"GO:0004745";"NAD-retinol dehydrogenase activity";3;0;0,05;"1.0000";"1.0000"
"GO:0004746";"riboflavin synthase activity";2;0;0,03;"1.0000";"1.0000"
"GO:0004747";"ribokinase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004748";"ribonucleoside-diphosphate reductase act...";2;0;0,03;"1.0000";"1.0000"
"GO:0004749";"ribose phosphate diphosphokinase activit...";3;0;0,05;"1.0000";"1.0000"
"GO:0004750";"D-ribulose-phosphate 3-epimerase activit...";1;0;0,02;"1.0000";"1.0000"
"GO:0004751";"ribose-5-phosphate isomerase activity";3;0;0,05;"1.0000";"1.0000"
"GO:0004753";"saccharopine dehydrogenase activity";2;0;0,03;"1.0000";"1.0000"
"GO:0004754";"saccharopine dehydrogenase (NAD+, L-lysi...";1;0;0,02;"1.0000";"1.0000"
"GO:0004755";"saccharopine dehydrogenase (NADP+, L-glu...";1;0;0,02;"1.0000";"1.0000"
"GO:0004757";"sepiapterin reductase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004758";"serine C-palmitoyltransferase activity";2;0;0,03;"1.0000";"1.0000"
"GO:0004764";"shikimate 3-dehydrogenase (NADP+) activi...";3;0;0,05;"1.0000";"1.0000"
"GO:0004765";"shikimate kinase activity";3;0;0,05;"1.0000";"1.0000"
"GO:0004766";"spermidine synthase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004767";"sphingomyelin phosphodiesterase activity";2;0;0,03;"1.0000";"1.0000"
"GO:0004768";"stearoyl-CoA 9-desaturase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004771";"sterol esterase activity";2;0;0,03;"1.0000";"1.0000"
"GO:0004772";"sterol O-acyltransferase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004774";"succinate-CoA ligase activity";7;0;0,11;"1.0000";"1.0000"
"GO:0004775";"succinate-CoA ligase (ADP-forming) activ...";3;0;0,05;"1.0000";"1.0000"
"GO:0004777";"succinate-semialdehyde dehydrogenase (NA...";1;0;0,02;"1.0000";"1.0000"
"GO:0004779";"sulfate adenylyltransferase activity";5;0;0,08;"1.0000";"1.0000"
"GO:0004781";"sulfate adenylyltransferase (ATP) activi...";1;0;0,02;"1.0000";"1.0000"
"GO:0004783";"sulfite reductase (NADPH) activity";2;0;0,03;"1.0000";"1.0000"
"GO:0004784";"superoxide dismutase activity";4;0;0,06;"1.0000";"1.0000"
"GO:0004787";"thiamine diphosphate phosphatase activit...";6;0;0,09;"1.0000";"1.0000"
"GO:0004788";"thiamine diphosphokinase activity";4;0;0,06;"1.0000";"1.0000"
"GO:0004789";"thiamine-phosphate diphosphorylase activ...";1;0;0,02;"1.0000";"1.0000"
"GO:0004791";"thioredoxin-disulfide reductase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004793";"threonine aldolase activity";2;0;0,03;"1.0000";"1.0000"
"GO:0004794";"L-threonine ammonia-lyase activity";2;0;0,03;"1.0000";"1.0000"
"GO:0004795";"threonine synthase activity";2;0;0,03;"1.0000";"1.0000"
"GO:0004798";"thymidylate kinase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004799";"thymidylate synthase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004801";"transaldolase activity";3;0;0,05;"1.0000";"1.0000"
"GO:0004802";"transketolase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004803";"transposase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004807";"triose-phosphate isomerase activity";2;0;0,03;"1.0000";"1.0000"
"GO:0004809";"tRNA (guanine-N2-)-methyltransferase act...";1;0;0,02;"1.0000";"1.0000"
"GO:0004812";"aminoacyl-tRNA ligase activity";41;0;0,63;"1.0000";"1.0000"
"GO:0004813";"alanine-tRNA ligase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004814";"arginine-tRNA ligase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004815";"aspartate-tRNA ligase activity";4;0;0,06;"1.0000";"1.0000"
"GO:0004816";"asparagine-tRNA ligase activity";2;0;0,03;"1.0000";"1.0000"
"GO:0004817";"cysteine-tRNA ligase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004818";"glutamate-tRNA ligase activity";2;0;0,03;"1.0000";"1.0000"
"GO:0004819";"glutamine-tRNA ligase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004820";"glycine-tRNA ligase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004821";"histidine-tRNA ligase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004822";"isoleucine-tRNA ligase activity";2;0;0,03;"1.0000";"1.0000"
"GO:0004823";"leucine-tRNA ligase activity";2;0;0,03;"1.0000";"1.0000"
"GO:0004824";"lysine-tRNA ligase activity";3;0;0,05;"1.0000";"1.0000"
"GO:0004825";"methionine-tRNA ligase activity";2;0;0,03;"1.0000";"1.0000"
"GO:0004826";"phenylalanine-tRNA ligase activity";3;0;0,05;"1.0000";"1.0000"
"GO:0004827";"proline-tRNA ligase activity";2;0;0,03;"1.0000";"1.0000"
"GO:0004828";"serine-tRNA ligase activity";2;0;0,03;"1.0000";"1.0000"
"GO:0004829";"threonine-tRNA ligase activity";2;0;0,03;"1.0000";"1.0000"
"GO:0004830";"tryptophan-tRNA ligase activity";3;0;0,05;"1.0000";"1.0000"
"GO:0004831";"tyrosine-tRNA ligase activity";2;0;0,03;"1.0000";"1.0000"
"GO:0004832";"valine-tRNA ligase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004834";"tryptophan synthase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004835";"tubulin-tyrosine ligase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004837";"tyrosine decarboxylase activity";2;0;0,03;"1.0000";"1.0000"
"GO:0004838";"L-tyrosine:2-oxoglutarate aminotransfera...";1;0;0,02;"1.0000";"1.0000"
"GO:0004842";"ubiquitin-protein transferase activity";76;0;1,17;"1.0000";"1.0000"
"GO:0004844";"uracil DNA N-glycosylase activity";6;0;0,09;"1.0000";"1.0000"
"GO:0004845";"uracil phosphoribosyltransferase activit...";2;0;0,03;"1.0000";"1.0000"
"GO:0004846";"urate oxidase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004848";"ureidoglycolate hydrolase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004849";"uridine kinase activity";2;0;0,03;"1.0000";"1.0000"
"GO:0004851";"uroporphyrin-III C-methyltransferase act...";1;0;0,02;"1.0000";"1.0000"
"GO:0004852";"uroporphyrinogen-III synthase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004853";"uroporphyrinogen decarboxylase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004854";"xanthine dehydrogenase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004855";"xanthine oxidase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004856";"xylulokinase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004857";"enzyme inhibitor activity";3;0;0,05;"1.0000";"1.0000"
"GO:0004864";"protein phosphatase inhibitor activity";1;0;0,02;"1.0000";"1.0000"
"GO:0004888";"transmembrane signaling receptor activit...";25;0;0,39;"1.0000";"1.0000"
"GO:0004930";"G protein-coupled receptor activity";5;0;0,08;"1.0000";"1.0000"
"GO:0004932";"mating-type factor pheromone receptor ac...";2;0;0,03;"1.0000";"1.0000"
"GO:0005047";"signal recognition particle binding";1;0;0,02;"1.0000";"1.0000"
"GO:0005048";"signal sequence binding";3;0;0,05;"1.0000";"1.0000"
"GO:0005085";"guanyl-nucleotide exchange factor activi...";6;0;0,09;"1.0000";"1.0000"
"GO:0005092";"GDP-dissociation inhibitor activity";1;0;0,02;"1.0000";"1.0000"
"GO:0005094";"Rho GDP-dissociation inhibitor activity";1;0;0,02;"1.0000";"1.0000"
"GO:0005096";"GTPase activator activity";5;0;0,08;"1.0000";"1.0000"
"GO:0005102";"signaling receptor binding";1;0;0,02;"1.0000";"1.0000"
"GO:0005198";"structural molecule activity";112;0;1,73;"1.0000";"1.0000"
"GO:0005216";"ion channel activity";28;0;0,43;"1.0000";"1.0000"
"GO:0005244";"voltage-gated ion channel activity";4;0;0,06;"1.0000";"1.0000"
"GO:0005247";"voltage-gated chloride channel activity";3;0;0,05;"1.0000";"1.0000"
"GO:0005249";"voltage-gated potassium channel activity";1;0;0,02;"1.0000";"1.0000"
"GO:0005253";"anion channel activity";3;0;0,05;"1.0000";"1.0000"
"GO:0005254";"chloride channel activity";3;0;0,05;"1.0000";"1.0000"
"GO:0005261";"cation channel activity";20;0;0,31;"1.0000";"1.0000"
"GO:0005267";"potassium channel activity";1;0;0,02;"1.0000";"1.0000"
"GO:0005315";"inorganic phosphate transmembrane transp...";3;0;0,05;"1.0000";"1.0000"
"GO:0005319";"lipid transporter activity";3;0;0,05;"1.0000";"1.0000"
"GO:0005337";"nucleoside transmembrane transporter act...";2;0;0,03;"1.0000";"1.0000"
"GO:0005338";"nucleotide-sugar transmembrane transport...";3;0;0,05;"1.0000";"1.0000"
"GO:0005342";"organic acid transmembrane transporter a...";34;0;0,52;"1.0000";"1.0000"
"GO:0005343";"organic acid:sodium symporter activity";1;0;0,02;"1.0000";"1.0000"
"GO:0005375";"copper ion transmembrane transporter act...";4;0;0,06;"1.0000";"1.0000"
"GO:0005391";"P-type sodium:potassium-exchanging trans...";1;0;0,02;"1.0000";"1.0000"
"GO:0005415";"nucleoside:sodium symporter activity";1;0;0,02;"1.0000";"1.0000"
"GO:0005451";"monovalent cation:proton antiporter acti...";5;0;0,08;"1.0000";"1.0000"
"GO:0005484";"SNAP receptor activity";2;0;0,03;"1.0000";"1.0000"
"GO:0005525";"GTP binding";83;0;1,28;"1.0000";"1.0000"
"GO:0005543";"phospholipid binding";16;0;0,25;"1.0000";"1.0000"
"GO:0008017";"microtubule binding";1;0;0,02;"1.0000";"1.0000"
"GO:0008020";"G protein-coupled photoreceptor activity";1;0;0,02;"1.0000";"1.0000"
"GO:0008028";"monocarboxylic acid transmembrane transp...";1;0;0,02;"1.0000";"1.0000"
"GO:0008047";"enzyme activator activity";21;0;0,32;"1.0000";"1.0000"
"GO:0008061";"chitin binding";5;0;0,08;"1.0000";"1.0000"
"GO:0008073";"ornithine decarboxylase inhibitor activi...";1;0;0,02;"1.0000";"1.0000"
"GO:0008079";"translation termination factor activity";4;0;0,06;"1.0000";"1.0000"
"GO:0008081";"phosphoric diester hydrolase activity";21;0;0,32;"1.0000";"1.0000"
"GO:0008083";"growth factor activity";1;0;0,02;"1.0000";"1.0000"
"GO:0008092";"cytoskeletal protein binding";16;0;0,25;"1.0000";"1.0000"
"GO:0008106";"alcohol dehydrogenase (NADP+) activity";7;0;0,11;"1.0000";"1.0000"
"GO:0008108";"UDP-glucose:hexose-1-phosphate uridylylt...";1;0;0,02;"1.0000";"1.0000"
"GO:0008111";"alpha-methylacyl-CoA racemase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0008112";"nicotinamide N-methyltransferase activit...";2;0;0,03;"1.0000";"1.0000"
"GO:0008113";"peptide-methionine (S)-S-oxide reductase...";2;0;0,03;"1.0000";"1.0000"
"GO:0008117";"sphinganine-1-phosphate aldolase activit...";1;0;0,02;"1.0000";"1.0000"
"GO:0008119";"thiopurine S-methyltransferase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0008120";"ceramide glucosyltransferase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0008121";"ubiquinol-cytochrome-c reductase activit...";4;0;0,06;"1.0000";"1.0000"
"GO:0008123";"cholesterol 7-alpha-monooxygenase activi...";3;0;0,05;"1.0000";"1.0000"
"GO:0008124";"4-alpha-hydroxytetrahydrobiopterin dehyd...";1;0;0,02;"1.0000";"1.0000"
"GO:0008131";"primary amine oxidase activity";2;0;0,03;"1.0000";"1.0000"
"GO:0008134";"transcription factor binding";2;0;0,03;"1.0000";"1.0000"
"GO:0008135";"translation factor activity, RNA binding";27;0;0,42;"1.0000";"1.0000"
"GO:0008137";"NADH dehydrogenase (ubiquinone) activity";7;0;0,11;"1.0000";"1.0000"
"GO:0008138";"protein tyrosine/serine/threonine phosph...";14;0;0,22;"1.0000";"1.0000"
"GO:0008158";"hedgehog receptor activity";1;0;0,02;"1.0000";"1.0000"
"GO:0008169";"C-methyltransferase activity";18;0;0,28;"1.0000";"1.0000"
"GO:0008170";"N-methyltransferase activity";37;0;0,57;"1.0000";"1.0000"
"GO:0008171";"O-methyltransferase activity";29;0;0,45;"1.0000";"1.0000"
"GO:0008172";"S-methyltransferase activity";17;0;0,26;"1.0000";"1.0000"
"GO:0008173";"RNA methyltransferase activity";15;0;0,23;"1.0000";"1.0000"
"GO:0008174";"mRNA methyltransferase activity";12;0;0,19;"1.0000";"1.0000"
"GO:0008175";"tRNA methyltransferase activity";12;0;0,19;"1.0000";"1.0000"
"GO:0008177";"succinate dehydrogenase (ubiquinone) act...";2;0;0,03;"1.0000";"1.0000"
"GO:0008184";"glycogen phosphorylase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0008192";"RNA guanylyltransferase activity";5;0;0,08;"1.0000";"1.0000"
"GO:0008193";"tRNA guanylyltransferase activity";4;0;0,06;"1.0000";"1.0000"
"GO:0008195";"phosphatidate phosphatase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0008198";"ferrous iron binding";1;0;0,02;"1.0000";"1.0000"
"GO:0008199";"ferric iron binding";4;0;0,06;"1.0000";"1.0000"
"GO:0008234";"cysteine-type peptidase activity";26;0;0,4;"1.0000";"1.0000"
"GO:0008235";"metalloexopeptidase activity";10;0;0,15;"1.0000";"1.0000"
"GO:0008237";"metallopeptidase activity";41;0;0,63;"1.0000";"1.0000"
"GO:0008239";"dipeptidyl-peptidase activity";2;0;0,03;"1.0000";"1.0000"
"GO:0008240";"tripeptidyl-peptidase activity";1;0;0,02;"1.0000";"1.0000"
"GO:0008251";"tRNA-specific adenosine deaminase activi...";3;0;0,05;"1.0000";"1.0000"
"GO:0008252";"nucleotidase activity";6;0;0,09;"1.0000";"1.0000"
